TACC: Starting up job 6050088
TACC: Setting up parallel environment for MVAPICH2+mpispawn.
TACC: Starting parallel tasks...
Duration: 0.082793 seconds
Index	x	y	mass	fx	fy
211	99.806572	49.753590	0.100000	-378317635584.000000	808061304832.000000
212	33.528763	93.903450	0.100000	-656.837891	-1273.130859(--err)
212	33.528763	93.903450	0.100000	16534.486328	5976.257812
213	63.146622	44.994694	0.100000	-121.250000	-186.750000(--err)
213	63.146622	44.994694	0.100000	-1744766.875000	1618857.750000
214	0.813490	89.217758	0.100000	1.427368	9.374023(--err)
214	0.813490	89.217758	0.100000	-1500.326904	-3080.777100
215	75.832596	20.108868	0.100000	-889974144.000000	-1704632064.000000(--err)
215	75.832596	20.108868	0.100000	889972608.000000	1704630656.000000
216	78.221222	91.839279	0.100000	-501.443848	-1.615234(--err)
216	78.221222	91.839279	0.100000	-7730.864746	-19274.158203
217	84.123978	16.995359	0.100000	880.000000	256.000000(--err)
217	84.123978	16.995359	0.100000	-265732960.000000	-2064534912.000000
218	70.282188	8.514235	0.100000	34.285156	12.798340(--err)
218	70.282188	8.514235	0.100000	-10828.009766	6982.637695
219	31.689480	90.079811	0.100000	502980905615228928.000000	219774129371348992.000000(--err)
219	31.689480	90.079811	0.100000	-502980905615228928.000000	-219774129371348992.000000
220	18.996920	0.052655	0.100000	-2608.837646	5696.091309(--err)
220	18.996920	0.052655	0.100000	2672.211426	-5975.023438
221	48.550842	10.026110	0.100000	6.638672	20.187988(--err)
221	48.550842	10.026110	0.100000	-9417.197266	-4646.981445
222	18.860479	64.459877	0.100000	645.066406	1441.944336(--err)
222	18.860479	64.459877	0.100000	24255.560547	-13207.953125
223	67.562622	82.171463	0.100000	-10.588867	12.975586(--err)
223	67.562622	82.171463	0.100000	-10042.806641	9376.428711
224	75.284935	55.337219	0.100000	-21.475586	-6.155701(--err)
224	75.284935	55.337219	0.100000	4246.919434	-669.266052
225	74.227600	38.727142	0.100000	20096.000000	336.000000(--err)
225	74.227600	38.727142	0.100000	-1440136448.000000	-217198096.000000
226	44.682236	74.034180	0.100000	387.389648	-200.490234(--err)
226	44.682236	74.034180	0.100000	5421.639160	16073.925781
227	88.480728	78.210999	0.100000	1024.000000	-4096.000000(--err)
227	88.480728	78.210999	0.100000	-9592353792.000000	-37805768704.000000
228	67.937630	51.627342	0.100000	32.065277	10.447601(--err)
228	67.937630	51.627342	0.100000	-170.834442	-494.294250
229	23.205692	68.751122	0.100000	-28603.277344	-4777.403320(--err)
229	23.205692	68.751122	0.100000	-4386.420898	-10194.698242
230	40.845104	99.038284	0.100000	1.892578	-2.500000(--err)
230	40.845104	99.038284	0.100000	-8084.541992	-405348.718750
231	88.859985	19.066324	0.100000	33582.562500	2085706.000000(--err)
231	88.859985	19.066324	0.100000	311506.093750	-1759667.750000
232	90.877556	72.983971	0.100000	-1881.512451	-855.216797(--err)
232	90.877556	72.983971	0.100000	508.007996	-27634.630859
233	36.061684	61.159752	0.100000	-9.593750	50.625000(--err)
233	36.061684	61.159752	0.100000	464099.406250	1378411.000000
234	81.498199	67.751160	0.100000	9.365234	-749.612061(--err)
234	81.498199	67.751160	0.100000	8737.679688	-2722.240234
235	51.239563	0.495120	0.100000	-0.077148	0.664062(--err)
235	51.239563	0.495120	0.100000	15066.151367	-36634.406250
236	67.803818	99.790405	0.100000	0.000000	0.000000(--err)
236	67.803818	99.790405	0.100000	-36064081215488.000000	8300883607552.000000
237	10.521230	86.664291	0.100000	0.945190	1.544434(--err)
237	10.521230	86.664291	0.100000	-1840.912109	3242.647217
238	64.250275	78.083847	0.100000	-38.694092	22.315918(--err)
238	64.250275	78.083847	0.100000	3601.971680	-2698.002197
239	68.835762	39.535217	0.100000	52.069946	12.276611(--err)
239	68.835762	39.535217	0.100000	-1968.163818	1632.044189
240	33.421074	43.063362	0.100000	-278170.125000	87496.179688(--err)
240	33.421074	43.063362	0.100000	270168.000000	-91399.812500
241	78.262352	78.103302	0.100000	2.441406	-1.598145(--err)
241	78.262352	78.103302	0.100000	-10200.641602	2078.348389
242	17.097540	66.743080	0.100000	2276.214844	999.358887(--err)
242	17.097540	66.743080	0.100000	-24906.134766	-6369.272949
243	56.314301	85.035172	0.100000	1288.562500	-8038.375000(--err)
243	56.314301	85.035172	0.100000	-448043.062500	497707.187500
244	18.370428	79.519997	0.100000	0.875000	-6.531250(--err)
244	18.370428	79.519997	0.100000	88611.210938	-384040.500000
245	53.786289	59.215534	0.100000	-0.284180	2.027344(--err)
245	53.786289	59.215534	0.100000	-9298.920898	38630.527344
246	78.558281	42.646278	0.100000	-28672.000000	0.000000(--err)
246	78.558281	42.646278	0.100000	22630873088.000000	15257565184.000000
247	78.281853	69.435837	0.100000	0.000000	0.000000(--err)
247	78.281853	69.435837	0.100000	-2499043917824.000000	-24534436544512.000000
248	15.630243	14.343537	0.100000	0.000000	0.000000(--err)
248	15.630243	14.343537	0.100000	-788451885538344960.000000	-58460298809442304.000000
249	30.595589	97.128448	0.100000	2.192871	-75.263672(--err)
249	30.595589	97.128448	0.100000	5532.105957	27609.626953
250	82.094696	81.835152	0.100000	11.597168	22.528320(--err)
250	82.094696	81.835152	0.100000	3328.328125	4162.087891
251	97.623566	49.898518	0.100000	0.000000	-4096.000000(--err)
251	97.623566	49.898518	0.100000	-323191734272.000000	65764597760.000000
252	81.625557	8.144794	0.100000	-466.328125	457.515625(--err)
252	81.625557	8.144794	0.100000	-168277.796875	85723.617188
253	36.562813	45.875832	0.100000	26024.255859	-11403.466797(--err)
253	36.562813	45.875832	0.100000	-8893.626953	38829.527344
254	86.228645	5.398571	0.100000	-378.476562	231.148438(--err)
254	86.228645	5.398571	0.100000	-35992.984375	34977.906250
255	85.411049	19.649717	0.100000	1888.116211	-1203.013672(--err)
255	85.411049	19.649717	0.100000	3202.759766	-25658.302734
256	48.461933	63.673401	0.100000	3.914551	39.959473(--err)
256	48.461933	63.673401	0.100000	4538.033203	-4529.361816
257	97.753021	65.559471	0.100000	-64.000000	128.000000(--err)
257	97.753021	65.559471	0.100000	999922880.000000	1404722176.000000
258	30.416479	54.067326	0.100000	8.000000	-10.500000(--err)
258	30.416479	54.067326	0.100000	-91170120.000000	6648898.000000
259	50.594646	48.786907	0.100000	-1.689880	-3.918579(--err)
259	50.594646	48.786907	0.100000	-932.920349	785.463257
260	33.587322	4.380934	0.100000	-18.291016	38.837891(--err)
260	33.587322	4.380934	0.100000	-10342.019531	28178.775391
261	8.002439	12.145599	0.100000	3331.328125	-497.625000(--err)
261	8.002439	12.145599	0.100000	139385.000000	-84912.875000
262	47.027214	86.284294	0.100000	405.990234	-129.367188(--err)
262	47.027214	86.284294	0.100000	-21371.193359	20045.564453
263	81.581436	62.657459	0.100000	34030292992.000000	-16638608384.000000(--err)
263	81.581436	62.657459	0.100000	-34030292992.000000	16638607360.000000
264	0.627831	12.177027	0.100000	74.409546	-4.136414(--err)
264	0.627831	12.177027	0.100000	-382.043091	965.627502
265	59.785904	82.722534	0.100000	-23619.880859	-6618.833496(--err)
265	59.785904	82.722534	0.100000	20278.119141	8493.278320
266	94.012177	57.409466	0.100000	-1.568359	0.648438(--err)
266	94.012177	57.409466	0.100000	26973.242188	-18009.101562
267	32.621048	75.637733	0.100000	18.911530	-67.221222(--err)
267	32.621048	75.637733	0.100000	-478.429962	89.884468
268	65.554253	69.183853	0.100000	23768.750000	-16991.250000(--err)
268	65.554253	69.183853	0.100000	-1868556.375000	-2554394.500000
269	21.513563	51.782906	0.100000	-0.404785	-0.699219(--err)
269	21.513563	51.782906	0.100000	-7047.728516	17925.097656
270	74.582428	6.924611	0.100000	280.000000	332.000000(--err)
270	74.582428	6.924611	0.100000	-39473424.000000	40320044.000000
271	71.432617	23.044363	0.100000	436.593750	-191.358902(--err)
271	71.432617	23.044363	0.100000	6000.503906	-247.353836
272	70.598015	69.185646	0.100000	-6685.093262	-3019.862305(--err)
272	70.598015	69.185646	0.100000	6533.445312	2903.715088
273	88.603836	1.014492	0.100000	-0.822754	1.347656(--err)
273	88.603836	1.014492	0.100000	7215.588379	-22618.437500
274	23.252970	39.198479	0.100000	41.095947	-81.838867(--err)
274	23.252970	39.198479	0.100000	-3162.332764	1927.404541
275	49.801399	56.840290	0.100000	0.000000	0.000000(--err)
275	49.801399	56.840290	0.100000	2516737536.000000	2338577664.000000
276	43.579411	57.803841	0.100000	166.388809	-95.969284(--err)
276	43.579411	57.803841	0.100000	-322.475403	-222.623337
277	68.985893	90.606621	0.100000	1131.378906	530.416260(--err)
277	68.985893	90.606621	0.100000	1216.693359	485.880341
278	44.088131	50.567329	0.100000	-32.000000	64.000000(--err)
278	44.088131	50.567329	0.100000	364487872.000000	-459713504.000000
279	53.264080	44.715961	0.100000	21.785156	-22.644531(--err)
279	53.264080	44.715961	0.100000	-30733.769531	-11980.418945
280	62.744354	13.049982	0.100000	96.000000	32.000000(--err)
280	62.744354	13.049982	0.100000	364681760.000000	-184063264.000000
281	27.438494	56.756531	0.100000	3549.875000	-5600.000000(--err)
281	27.438494	56.756531	0.100000	810730.812500	2514076.250000
282	70.459450	60.059540	0.100000	-2048.000000	2048.000000(--err)
282	70.459450	60.059540	0.100000	33372334080.000000	30600894464.000000
283	32.394264	36.013706	0.100000	0.000000	0.000000(--err)
283	32.394264	36.013706	0.100000	41087053824.000000	63699124224.000000
284	29.243397	53.907822	0.100000	-3560.000000	5597.945312(--err)
284	29.243397	53.907822	0.100000	86547752.000000	63048.664062
285	87.796608	3.825828	0.100000	-16.000000	0.000000(--err)
285	87.796608	3.825828	0.100000	232815504.000000	-2772316416.000000
286	60.832436	59.229233	0.100000	16.375000	6.375000(--err)
286	60.832436	59.229233	0.100000	1278841.375000	-1656818.125000
287	26.870192	31.430450	0.100000	0.000000	0.000000(--err)
287	26.870192	31.430450	0.100000	-223737790464.000000	372365131776.000000
288	28.414873	15.474026	0.100000	4177.750000	-12020.000000(--err)
288	28.414873	15.474026	0.100000	1033407.687500	1117373.125000
289	32.444942	51.667847	0.100000	14.931641	-29.299805(--err)
289	32.444942	51.667847	0.100000	-6926.438477	7539.311523
290	54.672504	82.246338	0.100000	21099.671875	1665.861328(--err)
290	54.672504	82.246338	0.100000	-25596.437500	-11381.261719
291	8.508134	98.251915	0.100000	-132.332031	19.019226(--err)
291	8.508134	98.251915	0.100000	12529.250977	740.989258
292	40.050179	77.494026	0.100000	1.750000	-7.812500(--err)
292	40.050179	77.494026	0.100000	-1307734.125000	1040735.937500
293	88.858543	84.138313	0.100000	-84.421875	152.428711(--err)
293	88.858543	84.138313	0.100000	-29143.789062	4963.038574
294	28.061352	42.122623	0.100000	8350.000000	-5098.000000(--err)
294	28.061352	42.122623	0.100000	27669456.000000	20566612.000000
295	28.854275	90.805702	0.100000	17825.277344	-5334.002930(--err)
295	28.854275	90.805702	0.100000	-54800.832031	-12247.704102
296	55.172604	56.292767	0.100000	0.000000	0.000000(--err)
296	55.172604	56.292767	0.100000	-3765981440.000000	3184924160.000000
297	47.562237	25.632053	0.100000	-3288.000000	-6080.000000(--err)
297	47.562237	25.632053	0.100000	-25131156.000000	-601250944.000000
298	16.352308	79.956505	0.100000	1.322266	-2.230469(--err)
298	16.352308	79.956505	0.100000	-16535.878906	-9879.904297
299	61.645760	45.595707	0.100000	-77.500000	-236.937500(--err)
299	61.645760	45.595707	0.100000	2769656.750000	380459.031250
300	33.864326	49.442368	0.100000	91.776855	-181.697266(--err)
300	33.864326	49.442368	0.100000	4469.909668	-28097.304688
301	49.421535	94.696762	0.100000	1964.461548	950.253418(--err)
301	49.421535	94.696762	0.100000	-525.101929	-7270.589355
302	8.671597	76.291725	0.100000	-14.729248	-11.018555(--err)
302	8.671597	76.291725	0.100000	-3846.483643	-9348.366211
303	26.127213	37.086468	0.100000	111.087891	-26.394287(--err)
303	26.127213	37.086468	0.100000	3206.430908	-2260.750000
304	91.765747	58.572155	0.100000	-4.984375	0.112305(--err)
304	91.765747	58.572155	0.100000	-44067.929688	-15180.537109
305	88.754311	46.438255	0.100000	4.000000	-13.000000(--err)
305	88.754311	46.438255	0.100000	-8214641.000000	5846461.000000
306	40.818493	97.262451	0.100000	19.787598	-8.906250(--err)
306	40.818493	97.262451	0.100000	-5576.617676	425540.750000
307	44.690170	80.868675	0.100000	33.825684	8.801514(--err)
307	44.690170	80.868675	0.100000	3770.444336	-2354.432861
308	74.756470	33.548714	0.100000	154.865234	345.516602(--err)
308	74.756470	33.548714	0.100000	-4564.649902	-301.353394
309	65.006981	2.817822	0.100000	0.000000	0.000000(--err)
309	65.006981	2.817822	0.100000	5372605440.000000	-5493693952.000000
310	75.671341	93.861259	0.100000	-3662.500000	-3616.250000(--err)
310	75.671341	93.861259	0.100000	2128399.250000	2378899.250000
311	93.623528	30.843943	0.100000	-56.000000	124.000000(--err)
311	93.623528	30.843943	0.100000	113104344.000000	38035852.000000
312	50.154030	41.185764	0.100000	21.879486	-65.820557(--err)
312	50.154030	41.185764	0.100000	-453.617645	-479.845825
313	56.475998	66.506340	0.100000	-14.218750	15.545898(--err)
313	56.475998	66.506340	0.100000	-39636.804688	-11628.346680
314	21.142262	18.121758	0.100000	2257.581543	-2673.016113(--err)
314	21.142262	18.121758	0.100000	-716.645996	1372.109375
315	12.102044	55.006588	0.100000	-234.202393	-12.171875(--err)
315	12.102044	55.006588	0.100000	-3777.087158	37661.410156
316	67.564125	61.523582	0.100000	2.750000	186.982422(--err)
316	67.564125	61.523582	0.100000	-44421.785156	26260.212891
317	49.703350	76.235725	0.100000	-43.371979	-962.337402(--err)
317	49.703350	76.235725	0.100000	465.254395	2686.908203
318	37.815304	75.830559	0.100000	-11.714844	-40.863281(--err)
318	37.815304	75.830559	0.100000	-24910.820312	-27977.191406
319	13.322191	29.581055	0.100000	34.689331	30.813843(--err)
319	13.322191	29.581055	0.100000	-1108.661621	1625.754517
320	34.402718	2.076503	0.100000	-4.658691	9.552734(--err)
320	34.402718	2.076503	0.100000	5015.748535	-32584.740234
321	76.019310	75.221214	0.100000	0.125000	-5.312500(--err)
321	76.019310	75.221214	0.100000	-631538.562500	-621490.625000
322	99.338951	20.709482	0.100000	64.000000	0.000000(--err)
322	99.338951	20.709482	0.100000	-904111104.000000	-463782464.000000
323	56.089886	74.095413	0.100000	-63.812500	7.531250(--err)
323	56.089886	74.095413	0.100000	-244359.421875	-258439.578125
324	54.258198	21.096870	0.100000	72896.000000	79248.000000(--err)
324	54.258198	21.096870	0.100000	-289413216.000000	227528480.000000
325	76.913239	29.929533	0.100000	46.042603	0.809814(--err)
325	76.913239	29.929533	0.100000	-1762.876099	-2011.660645
326	14.958132	70.536766	0.100000	145.421875	-112.997528(--err)
326	14.958132	70.536766	0.100000	-12353.064453	-351.037872
327	60.773479	65.112160	0.100000	57.832031	34.128906(--err)
327	60.773479	65.112160	0.100000	18631.703125	55462.062500
328	11.722531	17.249475	0.100000	0.000000	-1024.000000(--err)
328	11.722531	17.249475	0.100000	15672124416.000000	-13844600832.000000
329	31.618496	32.864796	0.100000	-30.061401	57.793945(--err)
329	31.618496	32.864796	0.100000	-1641.982666	-10553.136719
330	35.371231	43.720539	0.100000	9530935.000000	51078000.000000(--err)
330	35.371231	43.720539	0.100000	-9537476.000000	-51102660.000000
331	87.871384	2.935357	0.100000	0.000000	0.000000(--err)
331	87.871384	2.935357	0.100000	-232795296.000000	2772294144.000000
332	5.244120	37.574734	0.100000	18.384567	-50.014191(--err)
332	5.244120	37.574734	0.100000	-166.777237	-505.040985
333	79.171082	43.059425	0.100000	-8192.000000	-2048.000000(--err)
333	79.171082	43.059425	0.100000	-22630797312.000000	-15257609216.000000
334	13.405296	92.493271	0.100000	51.949219	24.931641(--err)
334	13.405296	92.493271	0.100000	22948.566406	18348.187500
335	72.640488	47.808014	0.100000	143.433487	-196.087036(--err)
335	72.640488	47.808014	0.100000	-321.777161	1264.847656
336	94.569771	48.659794	0.100000	4.962891	-18.410156(--err)
336	94.569771	48.659794	0.100000	-21926.730469	-14055.355469
337	23.029222	93.908722	0.100000	-6933.091797	4093.403564(--err)
337	23.029222	93.908722	0.100000	9232.448242	-3758.687256
338	69.369278	79.119110	0.100000	-3.812500	0.250000(--err)
338	69.369278	79.119110	0.100000	-337739.843750	1484460.875000
339	68.004135	23.627470	0.100000	16.253906	-3.072266(--err)
339	68.004135	23.627470	0.100000	12632.958008	-30001.666016
340	0.215980	44.917381	0.100000	12.027588	31.517578(--err)
340	0.215980	44.917381	0.100000	907.347412	-29561.994141
341	53.557003	15.174110	0.100000	-756.742188	3736.000000(--err)
341	53.557003	15.174110	0.100000	58019.210938	-489217.750000
342	15.454147	14.330481	0.100000	0.000000	0.000000(--err)
342	15.454147	14.330481	0.100000	788451885538344960.000000	58460298809442304.000000
343	80.286270	27.176678	0.100000	973.520508	340.930664(--err)
343	80.286270	27.176678	0.100000	-12080.291016	-13087.553711
344	31.579956	11.904766	0.100000	1760027.125000	-644733.750000(--err)
344	31.579956	11.904766	0.100000	-1759051.125000	645203.437500
345	60.041473	66.951187	0.100000	55.500000	5.750000(--err)
345	60.041473	66.951187	0.100000	-7077397.500000	2444622.500000
346	55.625309	47.912853	0.100000	8.950195	-18.937500(--err)
346	55.625309	47.912853	0.100000	-10920.540039	68305.710938
347	69.886551	60.869427	0.100000	0.000000	192.000000(--err)
347	69.886551	60.869427	0.100000	575147712.000000	-680907584.000000
348	85.487587	49.057625	0.100000	-4.166016	-4.978516(--err)
348	85.487587	49.057625	0.100000	-28896.980469	5744.495117
349	3.928853	98.892883	0.100000	163212.515625	-26434.445312(--err)
349	3.928853	98.892883	0.100000	60612.906250	92379.000000
350	41.550892	76.569336	0.100000	195.781250	-648.890625(--err)
350	41.550892	76.569336	0.100000	-389254.687500	242433.625000
351	46.700893	36.120667	0.100000	367.701172	-159.234375(--err)
351	46.700893	36.120667	0.100000	21835.283203	-23529.156250
352	25.229130	69.730118	0.100000	-867.990234	-274.376953(--err)
352	25.229130	69.730118	0.100000	24436.253906	23065.566406
353	30.029383	94.598404	0.100000	238.125000	-764.231445(--err)
353	30.029383	94.598404	0.100000	-21245.117188	13159.262695
354	48.849228	98.033524	0.100000	1148.745239	-409.833008(--err)
354	48.849228	98.033524	0.100000	-2105.467285	7010.666992
355	18.225874	49.065208	0.100000	-2.962891	-2.085449(--err)
355	18.225874	49.065208	0.100000	4403.580078	4824.849121
356	42.950905	71.782883	0.100000	-68.149414	625.824219(--err)
356	42.950905	71.782883	0.100000	-9612.665039	-14327.331055
357	64.239319	58.405052	0.100000	3.656250	9.487305(--err)
357	64.239319	58.405052	0.100000	47440.031250	15021.504883
358	86.113358	44.525589	0.100000	0.000000	0.000000(--err)
358	86.113358	44.525589	0.100000	25201542692864.000000	-43504826843136.000000
359	85.581734	17.693316	0.100000	7950.125000	-830.000000(--err)
359	85.581734	17.693316	0.100000	-1535533.875000	-673178.000000
360	56.430359	45.623199	0.100000	0.000000	0.000000(--err)
360	56.430359	45.623199	0.100000	-74077773824.000000	-5170784768.000000
361	84.644501	12.055662	0.100000	-5.823120	353.259644(--err)
361	84.644501	12.055662	0.100000	1044.156860	-2367.266602
362	93.536057	54.531052	0.100000	0.000000	0.000000(--err)
362	93.536057	54.531052	0.100000	-11903614976.000000	-116689428480.000000
363	72.925095	79.023643	0.100000	-1.329590	1.149780(--err)
363	72.925095	79.023643	0.100000	5969.271973	-906.979614
364	3.588671	76.853943	0.100000	-225.224609	-317.342468(--err)
364	3.588671	76.853943	0.100000	-654.452881	274.648254
365	77.916527	45.139565	0.100000	-7537.146484	-9176.730469(--err)
365	77.916527	45.139565	0.100000	-17124.568359	63490.230469
366	53.423279	24.617424	0.100000	-33475.148438	-14057.875000(--err)
366	53.423279	24.617424	0.100000	32408.156250	33613.675781
367	81.260231	78.652405	0.100000	9.838318	-7.357422(--err)
367	81.260231	78.652405	0.100000	-512.108826	20603.478516
368	94.347542	11.289612	0.100000	-21.804688	23.812500(--err)
368	94.347542	11.289612	0.100000	81219.671875	-145435.703125
369	73.250809	43.196766	0.100000	18452.195312	-2943.171387(--err)
369	73.250809	43.196766	0.100000	-25751.326172	9028.407227
370	9.323135	91.476685	0.100000	-1.371094	5.967285(--err)
370	9.323135	91.476685	0.100000	-20025.115234	-7879.789551
371	92.261978	52.274044	0.100000	-0.367188	-1.906250(--err)
371	92.261978	52.274044	0.100000	127567.898438	168315.531250
372	63.259560	56.501293	0.100000	2668.134766	672.253906(--err)
372	63.259560	56.501293	0.100000	-1466.144653	-41632.425781
373	10.679090	49.372925	0.100000	-108.913574	101.417969(--err)
373	10.679090	49.372925	0.100000	6394.598145	-24689.732422
374	1.026882	96.260818	0.100000	3513.403320	9709.988281(--err)
374	1.026882	96.260818	0.100000	-10152.173828	-19511.994141
375	67.066238	57.457237	0.100000	-2665.375000	-661.187500(--err)
375	67.066238	57.457237	0.100000	1052211.375000	804830.187500
376	41.884022	51.710743	0.100000	-35.068359	-76.400391(--err)
376	41.884022	51.710743	0.100000	-31672.210938	17358.121094
377	69.512901	35.420078	0.100000	28.007721	21.482544(--err)
377	69.512901	35.420078	0.100000	-257.274933	-1908.074585
378	6.241791	42.437988	0.100000	37.064072	-20.241516(--err)
378	6.241791	42.437988	0.100000	187.932205	407.295166
379	14.443723	9.830462	0.100000	-6535.407227	4360.331055(--err)
379	14.443723	9.830462	0.100000	9038.959961	-12681.889648
380	19.291933	92.360252	0.100000	0.000000	0.000000(--err)
380	19.291933	92.360252	0.100000	-32217030723633152.000000	-29275656730705920.000000
381	54.970024	72.715210	0.100000	-352.000000	-32.000000(--err)
381	54.970024	72.715210	0.100000	-507660320.000000	-139351200.000000
382	16.977674	36.230251	0.100000	-861.175659	344.145172(--err)
382	16.977674	36.230251	0.100000	127.521683	-11.541858
383	51.367615	11.325214	0.100000	10.752197	77.469238(--err)
383	51.367615	11.325214	0.100000	2743.283447	-1487.832520
384	47.519863	24.618429	0.100000	-16990.000000	-13184.000000(--err)
384	47.519863	24.618429	0.100000	25153206.000000	601270528.000000
385	54.521984	56.843002	0.100000	256.000000	0.000000(--err)
385	54.521984	56.843002	0.100000	3765995264.000000	-3184962304.000000
386	16.095112	46.783958	0.100000	-8.072266	-13.541016(--err)
386	16.095112	46.783958	0.100000	-6608.194824	-7709.199219
387	9.117040	79.354675	0.100000	-8.000000	-16.000000(--err)
387	9.117040	79.354675	0.100000	97046784.000000	77430296.000000
388	3.285252	19.796129	0.100000	3.556641	-0.089844(--err)
388	3.285252	19.796129	0.100000	25217.115234	-40186.964844
389	28.727596	4.312134	0.100000	1.187500	64.968750(--err)
389	28.727596	4.312134	0.100000	35286.007812	72180.960938
390	16.056950	95.793839	0.100000	1911.302612	-105.512939(--err)
390	16.056950	95.793839	0.100000	-2031.318848	3265.770264
391	61.769371	57.940971	0.100000	-62.375000	-5.250000(--err)
391	61.769371	57.940971	0.100000	-1254010.750000	1669639.875000
392	47.504578	31.282270	0.100000	512.000000	512.000000(--err)
392	47.504578	31.282270	0.100000	5714009088.000000	2545538048.000000
393	93.361053	53.746368	0.100000	0.000000	0.000000(--err)
393	93.361053	53.746368	0.100000	713090121619996672.000000	792422015867813888.000000
394	73.720261	7.804774	0.100000	344.000000	256.000000(--err)
394	73.720261	7.804774	0.100000	39508224.000000	-40302960.000000
395	63.576828	93.012199	0.100000	-1993348096.000000	1841617920.000000(--err)
395	63.576828	93.012199	0.100000	5558104576.000000	-7354865664.000000
396	0.165024	18.546856	0.100000	2.506836	0.645020(--err)
396	0.165024	18.546856	0.100000	-8689.823242	-6069.503418
397	65.727409	17.142696	0.100000	-2.791016	0.979980(--err)
397	65.727409	17.142696	0.100000	20194.453125	4309.473145
398	54.777111	17.095024	0.100000	0.000000	0.000000(--err)
398	54.777111	17.095024	0.100000	296172978176.000000	3781631410176.000000
399	28.467911	2.296972	0.100000	12.050781	22.784424(--err)
399	28.467911	2.296972	0.100000	25296.716797	-2850.369629
400	41.713451	82.989899	0.100000	6.747314	1.158203(--err)
400	41.713451	82.989899	0.100000	-2545.928467	-489.343262
401	59.139973	57.808567	0.100000	1.164062	1.587891(--err)
401	59.139973	57.808567	0.100000	-51572.468750	-24335.460938
402	29.773851	68.257011	0.100000	717.909180	63.522949(--err)
402	29.773851	68.257011	0.100000	15535.029297	4836.156250
403	37.163239	33.059105	0.100000	-4.602905	13.692627(--err)
403	37.163239	33.059105	0.100000	673.389648	-599.084961
404	88.053139	65.890839	0.100000	0.000000	0.000000(--err)
404	88.053139	65.890839	0.100000	-2849737107570688.000000	184561472372736.000000
405	37.371239	4.110089	0.100000	-25.078247	4.927734(--err)
405	37.371239	4.110089	0.100000	-1104.640991	16528.226562
406	61.684673	99.140610	0.100000	-1404.406250	-150.867188(--err)
406	61.684673	99.140610	0.100000	-35965.214844	-109183.257812
407	62.051056	9.189254	0.100000	95.986328	-552.933594(--err)
407	62.051056	9.189254	0.100000	-28410.712891	-30100.269531
408	30.422882	55.412113	0.100000	2.109375	2.000000(--err)
408	30.422882	55.412113	0.100000	-137456.203125	-19104398.000000
409	62.935619	4.143141	0.100000	-97.371094	557.242188(--err)
409	62.935619	4.143141	0.100000	-32879.152344	20756.099609
410	63.216885	26.512453	0.100000	-255.873291	344.583801(--err)
410	63.216885	26.512453	0.100000	-3598.476074	525.968811
411	97.155334	63.381912	0.100000	-2.479004	1.382812(--err)
411	97.155334	63.381912	0.100000	2368.248535	-42998.941406
412	45.059307	62.882740	0.100000	1.773438	12.054810(--err)
412	45.059307	62.882740	0.100000	-5494.904297	-1143.739258
413	80.524605	99.836418	0.100000	14652.945312	-17984.029297(--err)
413	80.524605	99.836418	0.100000	-66438.015625	13919.187500
414	79.977760	8.992517	0.100000	-12409.796875	12919.929688(--err)
414	79.977760	8.992517	0.100000	187971.171875	-101452.492188
415	2.133389	21.691217	0.100000	-1.000000	8.500000(--err)
415	2.133389	21.691217	0.100000	6573124.500000	7824705.500000
416	91.982414	61.273361	0.100000	-7.615234	5.503906(--err)
416	91.982414	61.273361	0.100000	-29459.251953	29591.960938
417	79.499779	21.756264	0.100000	-6703.290527	-1715.744263(--err)
417	79.499779	21.756264	0.100000	8078.603027	-289.624298
418	29.530371	16.663023	0.100000	-237.125000	-3863.625000(--err)
418	29.530371	16.663023	0.100000	-1035688.937500	-1099899.375000
419	54.815369	17.583509	0.100000	-32768.000000	0.000000(--err)
419	54.815369	17.583509	0.100000	-296172912640.000000	-3781631410176.000000
420	82.553864	92.186607	0.100000	1766.451172	-1154.503906(--err)
420	82.553864	92.186607	0.100000	21046.808594	-13262.595703
421	21.693598	44.238537	0.100000	7.316528	-12.379028(--err)
421	21.693598	44.238537	0.100000	1940.692505	2019.512573
422	91.327217	83.744659	0.100000	-29.818359	35.456055(--err)
422	91.327217	83.744659	0.100000	29655.279297	-4431.646484
423	53.427792	21.750095	0.100000	-18336.000000	-24384.000000(--err)
423	53.427792	21.750095	0.100000	289358208.000000	-227594352.000000
424	39.156769	16.363413	0.100000	32.957520	86.752930(--err)
424	39.156769	16.363413	0.100000	-4489.799316	8907.956055
425	25.893234	2.373655	0.100000	-31.271484	17.619629(--err)
425	25.893234	2.373655	0.100000	-31710.898438	-3286.219482
426	42.875870	23.048571	0.100000	19464192.000000	-17235968.000000(--err)
426	42.875870	23.048571	0.100000	223460360192.000000	-223792922624.000000
427	65.755562	87.935181	0.100000	-303.951172	852.428711(--err)
427	65.755562	87.935181	0.100000	20204.732422	-10585.135742
428	85.931313	46.280170	0.100000	-60989.632812	-35634.625000(--err)
428	85.931313	46.280170	0.100000	64605.125000	-395730.218750
429	87.771591	65.909073	0.100000	0.000000	0.000000(--err)
429	87.771591	65.909073	0.100000	2849737107570688.000000	-184561472372736.000000
430	55.272686	89.904984	0.100000	20831.429688	-4476.994629(--err)
